id,target,mutants_in_minimal,test_suites,assertions,mutants,killed_mutants,not_equivalent_mutants,%,differential_success,minimal,survive,killed,equivalent,class,method,line,column,project
2526,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,min(double),461,0,commons-lang
2528,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,toInt(java.lang.String),62,0,commons-lang
2529,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,createBigInteger(java.lang.String),379,0,commons-lang
2530,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"min(short,short,short)",595,0,commons-lang
2531,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS --exp,AOIS ++exp,AOIS exp--","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,max(short),517,0,commons-lang
2537,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,"max(float,float,float)",677,0,commons-lang
2539,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",,"AOIS exp++,AOIS exp--,AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(double),462,0,commons-lang
2541,!exp,1,1,1,2,2,2,100.00%,TRUE,COD exp,,"ODL exp,COD exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),293,0,commons-lang
2542,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(byte),527,0,commons-lang
2544,exp,1,1,1,5,3,5,60.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--","AOIU -exp,AOIS ++exp,AOIS exp++",,org.apache.commons.lang3.math.NumberUtils,isCreatable(java.lang.String),773,0,commons-lang
2546,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),289,0,commons-lang
2548,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(java.lang.String),403,0,commons-lang
2550,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIS exp--,LOI ~exp,AOIS --exp,AOIU -exp,AOIS exp++",,org.apache.commons.lang3.math.NumberUtils,"max(long,long,long)",627,0,commons-lang
2552,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS ++exp,AOIS exp++","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(long),414,0,commons-lang
2555,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(float),563,0,commons-lang
2562,lexp + rexp,3,3,3,7,6,7,85.71%,TRUE,"ODL lexp,ODL rexp,AORB %",AORB -,"ODL lexp,ODL rexp,AORB *,AORB /,AORB %,CDL lexp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),202,0,commons-lang
2568,exp,1,1,1,1,1,1,100.00%,TRUE,AOIU -exp,,AOIU -exp,,org.apache.commons.lang3.math.NumberUtils,isCreatable(java.lang.String),708,0,commons-lang
2571,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp--,AOIS --exp,AOIS exp++","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(short),438,0,commons-lang
2572,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),203,0,commons-lang
2573,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS --exp,AOIS exp--","AOIS exp++,LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(long),491,0,commons-lang
2577,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"max(int,int,int)",642,0,commons-lang
2583,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,"min(float,float,float)",623,0,commons-lang
2591,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp,AOIS --exp,AOIS exp--","LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(int),505,0,commons-lang
2594,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"min(long,long,long)",577,0,commons-lang
2598,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),208,0,commons-lang
2604,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),204,0,commons-lang
2609,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"max(short,short,short)",655,0,commons-lang
2613,exp,1,1,1,6,4,6,66.67%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++","AOIS --exp,AOIS ++exp,AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(double),466,0,commons-lang
2614,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.apache.commons.lang3.math.NumberUtils,isAllZeros(java.lang.String),322,0,commons-lang
2615,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS --exp,AOIS exp--,AOIS ++exp","LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(short),516,0,commons-lang
2616,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,min(float),479,0,commons-lang
2617,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++,AOIS --exp","AOIU -exp,LOI ~exp,AOIS ++exp",,org.apache.commons.lang3.math.NumberUtils,max(byte),529,0,commons-lang
2626,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,isNumber(java.lang.String),687,0,commons-lang
2628,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS exp--,AOIS ++exp,AOIS --exp","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(double),461,0,commons-lang
2642,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(float),557,0,commons-lang
2647,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp--,AOIS --exp","LOI ~exp,AOIU -exp,AOIS exp++",,org.apache.commons.lang3.math.NumberUtils,min(int),425,0,commons-lang
2651,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"max(short,short,short)",652,0,commons-lang
2654,exp,3,3,3,4,3,4,75.00%,TRUE,"AOIS exp++,AOIS exp--,AOIU -exp",AOIS exp--,"AOIS exp++,LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(double),540,0,commons-lang
2655,lhs += rhs,3,3,3,5,5,5,100.00%,TRUE,"ODL lexp = rexp,ASRS -=,ASRS %=",,"ASRS -=,ODL lexp = rexp,ASRS %=,ASRS /=,ASRS *=",,org.apache.commons.lang3.math.NumberUtils,createBigInteger(java.lang.String),379,0,commons-lang
2657,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(double),547,0,commons-lang
2663,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp++,AOIS exp--,AOIS ++exp","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),181,0,commons-lang
2667,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,min(short),442,0,commons-lang
2674,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,max(float),554,0,commons-lang
2676,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"min(long,long,long)",573,0,commons-lang
2677,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),170,0,commons-lang
2679,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"min(long,long,long)",577,0,commons-lang
2680,exp,1,1,1,5,5,5,100.00%,TRUE,AOIU -exp,,"AOIS exp--,AOIS --exp,AOIS exp++,AOIS ++exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,min(double),465,0,commons-lang
2681,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.apache.commons.lang3.math.NumberUtils,createLong(java.lang.String),359,0,commons-lang
2683,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS ++exp,AOIS exp--,AOIS exp++","LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"min(byte,byte,byte)",609,0,commons-lang
2685,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),226,0,commons-lang
2686,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,"max(long,long,long)",631,0,commons-lang
2687,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"max(short,short,short)",652,0,commons-lang
2693,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp--,AOIS --exp,AOIS exp++","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(byte),450,0,commons-lang
2695,exp,1,1,1,5,5,5,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIS exp--,AOIU -exp,AOIS ++exp,AOIS --exp",,org.apache.commons.lang3.math.NumberUtils,max(double),543,0,commons-lang
2696,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(float),562,0,commons-lang
2697,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"max(byte,byte,byte)",660,0,commons-lang
2700,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),167,0,commons-lang
2701,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(double),539,0,commons-lang
2705,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS exp--,AOIS --exp,AOIS exp++","LOI ~exp,AOIS ++exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,isAllZeros(java.lang.String),326,0,commons-lang
2707,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,"min(short,short,short)",602,0,commons-lang
2711,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,min(float),485,0,commons-lang
2713,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS exp++,AOIS ++exp","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),178,0,commons-lang
2717,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"min(int,int,int)",590,0,commons-lang
2724,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.apache.commons.lang3.math.NumberUtils,"toFloat(java.lang.String,float)",100,0,commons-lang
2737,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"max(long,long,long)",630,0,commons-lang
2738,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),187,0,commons-lang
2739,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(byte),532,0,commons-lang
2746,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"min(int,int,int)",587,0,commons-lang
2749,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(short),520,0,commons-lang
2752,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,min(double),470,0,commons-lang
2756,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(double),542,0,commons-lang
2762,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIS exp--,AOIU -exp,AOIS ++exp,AOIS exp++,AOIS --exp",,org.apache.commons.lang3.math.NumberUtils,max(int),504,0,commons-lang
2763,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,max(int),507,0,commons-lang
2765,exp,1,1,1,5,2,5,40.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp++,AOIS exp--","AOIU -exp,AOIS ++exp",,org.apache.commons.lang3.math.NumberUtils,isCreatable(java.lang.String),705,0,commons-lang
2767,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIU -exp,AOIS --exp,LOI ~exp,AOIS exp--,AOIS ++exp",,org.apache.commons.lang3.math.NumberUtils,max(long),492,0,commons-lang
2770,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp--,AOIS exp++,AOIS --exp,AOIS ++exp","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,max(int),504,0,commons-lang
2773,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,createBigInteger(java.lang.String),379,0,commons-lang
2774,if_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),177,0,commons-lang
2775,stm_list,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,createDouble(java.lang.String),344,0,commons-lang
2776,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS ++exp","AOIS exp++,LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,min(short),437,0,commons-lang
2778,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS exp--,AOIS --exp,AOIS exp++","AOIS ++exp,AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,min(float),480,0,commons-lang
2781,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS exp++","AOIS ++exp,AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,max(double),544,0,commons-lang
2783,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS --exp,AOIS ++exp,AOIS exp--","LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(int),503,0,commons-lang
2784,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"max(long,long,long)",633,0,commons-lang
2789,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp--,AOIS ++exp,AOIS exp++,AOIS --exp","LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"min(short,short,short)",598,0,commons-lang
2797,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,"toInt(java.lang.String,int)",71,0,commons-lang
2799,exp,1,1,1,5,5,5,100.00%,TRUE,AOIU -exp,,"AOIS ++exp,AOIS exp--,AOIS --exp,AOIS exp++,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(float),558,0,commons-lang
2801,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS exp++,AOIS ++exp,AOIS exp--,AOIS --exp","AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,"max(byte,byte,byte)",663,0,commons-lang
2802,stm_list,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,min(long),418,0,commons-lang
2803,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS --exp,AOIS exp--,LOI ~exp,AOIS exp++,AOIS ++exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,"max(int,int,int)",641,0,commons-lang
2806,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"COI !(),ROR !=",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),278,0,commons-lang
2809,exp,1,1,1,6,2,6,33.33%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp--,AOIS --exp,AOIS exp++","LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(long),493,0,commons-lang
2810,exp,1,1,1,5,1,5,20.00%,TRUE,AOIU -exp,"AOIS --exp,AOIS exp--,AOIS ++exp,AOIS exp++",AOIU -exp,,org.apache.commons.lang3.math.NumberUtils,isCreatable(java.lang.String),763,0,commons-lang
2816,exp,1,1,1,1,1,1,100.00%,TRUE,AOIU -exp,,AOIU -exp,,org.apache.commons.lang3.math.NumberUtils,isCreatable(java.lang.String),763,0,commons-lang
2817,exp,1,1,1,6,3,6,50.00%,TRUE,AOIU -exp,"AOIS ++exp,AOIS exp++,AOIS exp--","AOIU -exp,LOI ~exp,AOIS --exp",,org.apache.commons.lang3.math.NumberUtils,min(int),427,0,commons-lang
2824,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp--,AOIS exp++,LOI ~exp,AOIS --exp,AOIS ++exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,max(byte),528,0,commons-lang
2828,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIS --exp,LOI ~exp,AOIU -exp,AOIS exp--,AOIS ++exp",,org.apache.commons.lang3.math.NumberUtils,min(byte),450,0,commons-lang
2832,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,"toFloat(java.lang.String,float)",102,0,commons-lang
2836,lexp == rexp,1,1,1,2,2,2,100.00%,TRUE,ROR !=,,"ROR !=,COI !()",,org.apache.commons.lang3.math.NumberUtils,createBigDecimal(java.lang.String),397,0,commons-lang
2837,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),210,0,commons-lang
2844,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp,AOIS exp++,AOIS --exp,AOIS exp--,AOIS ++exp",,org.apache.commons.lang3.math.NumberUtils,"min(long,long,long)",573,0,commons-lang
2845,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"LOI ~exp,AOIU -exp",,org.apache.commons.lang3.math.NumberUtils,createNumber(java.lang.String),214,0,commons-lang
2848,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.math.NumberUtils,"min(byte,byte,byte)",609,0,commons-lang
2849,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.math.NumberUtils,max(long),491,0,commons-lang
2851,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.math.NumberUtils,toFloat(java.lang.String),96,0,commons-lang
2852,exp,1,1,1,6,6,6,100.00%,TRUE,AOIU -exp,,"AOIS exp++,AOIU -exp,AOIS --exp,LOI ~exp,AOIS ++exp,AOIS exp--",,org.apache.commons.lang3.math.NumberUtils,max(short),516,0,commons-lang
2623,return_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.mutable.MutableBoolean,isTrue(),63,0,commons-lang
2627,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.apache.commons.lang3.mutable.MutableBoolean,compareTo(org.apache.commons.lang3.mutable.MutableBoolean),95,0,commons-lang
2630,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.apache.commons.lang3.mutable.MutableBoolean,setValue(boolean),42,0,commons-lang
2631,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.apache.commons.lang3.mutable.MutableBoolean,toString(),100,0,commons-lang
2633,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.apache.commons.lang3.mutable.MutableBoolean,,26,0,commons-lang
2636,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableBoolean,hashCode(),91,0,commons-lang
2639,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableBoolean,toString(),101,0,commons-lang
2640,if_stm,2,2,2,2,2,2,100.00%,TRUE,"SDL,SDL",,"SDL,SDL",,org.apache.commons.lang3.mutable.MutableBoolean,equals(java.lang.Object),85,0,commons-lang
2644,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableBoolean,equals(java.lang.Object),86,0,commons-lang
2645,exp,1,1,1,1,1,1,100.00%,TRUE,COI !exp,,COI !exp,,org.apache.commons.lang3.mutable.MutableBoolean,compareTo(org.apache.commons.lang3.mutable.MutableBoolean),95,0,commons-lang
2648,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableBoolean,compareTo(org.apache.commons.lang3.mutable.MutableBoolean),96,0,commons-lang
2649,exp,1,1,1,2,2,2,100.00%,TRUE,AOIU -exp,,"AOIU -exp,LOI ~exp",,org.apache.commons.lang3.mutable.MutableByte,addAndGet(byte),114,0,commons-lang
2651,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableByte,hashCode(),179,0,commons-lang
2664,lhs -= rhs,3,3,3,5,5,5,100.00%,TRUE,"ODL lexp = rexp,ASRS +=,ASRS %=",,"ASRS %=,ASRS *=,ODL lexp = rexp,ASRS /=,ASRS +=",,org.apache.commons.lang3.mutable.MutableByte,subtract(java.lang.Number),109,0,commons-lang
2667,exp,3,3,3,4,4,4,100.00%,TRUE,"AOIU -exp,AOIS exp++,AOIS exp--",,"AOIS exp--,LOI ~exp,AOIS exp++,AOIU -exp",,org.apache.commons.lang3.mutable.MutableByte,compareTo(org.apache.commons.lang3.mutable.MutableByte),183,0,commons-lang
2674,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableByte,longValue(),151,0,commons-lang
2675,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableByte,compareTo(org.apache.commons.lang3.mutable.MutableByte),184,0,commons-lang
2679,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableByte,toString(),189,0,commons-lang
2685,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableByte,equals(java.lang.Object),174,0,commons-lang
2702,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,longValue(),153,0,commons-lang
2707,exp,1,1,1,1,1,1,100.00%,TRUE,AOIU -exp,,AOIU -exp,,org.apache.commons.lang3.mutable.MutableFloat,add(float),101,0,commons-lang
2713,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,decrementAndGet(),97,0,commons-lang
2714,exp,1,1,1,1,1,1,100.00%,TRUE,AOIU -exp,,AOIU -exp,,org.apache.commons.lang3.mutable.MutableFloat,getAndAdd(float),134,0,commons-lang
2719,lexp -= rexp,3,3,3,5,5,5,100.00%,TRUE,"ASRS +=,ASRS %=,ODL lexp = rexp",,"ODL lexp = rexp,ASRS +=,ASRS %=,ASRS /=,ASRS *=",,org.apache.commons.lang3.mutable.MutableFloat,subtract(float),111,0,commons-lang
2725,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,doubleValue(),163,0,commons-lang
2732,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,getAndIncrement(),73,0,commons-lang
2734,exp,3,3,3,3,3,3,100.00%,TRUE,"AOIU -exp,AOIS exp--,AOIS exp++",,"AOIU -exp,AOIS exp++,AOIS exp--",,org.apache.commons.lang3.mutable.MutableFloat,incrementAndGet(),78,0,commons-lang
2736,exp,3,3,3,3,3,3,100.00%,TRUE,"AOIS exp--,AOIS exp++,AOIU -exp",,"AOIS exp++,AOIS exp--,AOIU -exp",,org.apache.commons.lang3.mutable.MutableFloat,compareTo(org.apache.commons.lang3.mutable.MutableFloat),182,0,commons-lang
2741,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,floatValue(),158,0,commons-lang
2742,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,toString(),188,0,commons-lang
2747,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,getAndAdd(float),136,0,commons-lang
2751,return_stm,1,1,1,1,1,1,100.00%,TRUE,SDL,,SDL,,org.apache.commons.lang3.mutable.MutableFloat,getAndAdd(java.lang.Number),143,0,commons-lang
